,symbol,price,change,pchange
0,AMBICAAGAR,29.45,-1.55,-5
1,BANG,30.60,-1.00,-3
2,COFFEEDAY,24.95,-1.40,-5
3,GOKUL,25.55,-1.45,-5
4,NECLIFE,29.25,-1.10,-3
5,RSSOFTWARE,27.50,-1.05,-3
6,UGARSUGAR,31.25,-1.15,-3
