,symbol,price,change,pchange
0,AARON,101.25,-5.30,-4
1,EKC,107.60,-3.80,-3
2,GRAVITA,108.00,-6.70,-5
3,JINDRILL,109.90,-4.05,-3
4,SALONA,105.00,-9.10,-7
5,WANBURY,103.00,-3.90,-3
