,symbol,price,change,pchange
0,BURGERKING,145.20,5.10,3
1,DVL,145.60,4.40,3
2,JKPAPER,154.90,7.60,5
3,PODDARHOUS,150.00,6.00,4
4,SREEL,154.60,8.30,5
5,TNPL,146.50,7.05,5
