,symbol,price,change,pchange
0,AGROPHOS,13.35,0.60,4
1,DHARSUGAR,11.90,0.55,4
2,MANGTIMBER,12.15,0.55,4
3,SHREERAMA,14.75,1.75,13
4,SIMBHALS,15.50,0.70,4
