,symbol,price,change,pchange
0,ARVSMART,98.00,4.85,5
1,BALPHARMA,99.50,2.90,3
2,BLS,106.20,3.55,3
3,IRCON,51.45,2.80,5
4,JAICORPLTD,103.30,8.35,8
5,ROML,100.80,4.80,5
6,SCHAND,100.60,4.75,4
7,SHALPAINTS,106.00,4.50,4
8,ZODIACLOTH,102.80,4.25,4
