,symbol,price,change,pchange
0,ARIHANT,20.30,0.90,4
1,BINDALAGRO,20.10,2.55,14
2,BVCL,21.40,1.00,4
3,CEBBCO,21.15,1.00,4
4,CENTRALBK,18.60,0.75,4
5,IOB,17.10,0.85,5
6,JBFIND,19.20,0.90,4
7,JISLJALEQS,21.95,1.00,4
8,MANAKALUCO,17.25,1.55,9
9,MORARJEE,17.40,0.80,4
10,NITCO,21.75,0.70,3
11,ORICONENT,24.15,1.15,5
12,RTNINDIA,16.30,0.75,4
13,SETCO,18.40,0.85,4
14,SHIVAMAUTO,21.20,1.00,4
15,SUBCAPCITY,18.70,0.70,3
16,SUVIDHAA,21.05,1.00,4
17,VASCONEQ,16.50,0.75,4
