,symbol,price,change,pchange
0,ADROITINFO,9.55,0.35,3
1,GBGLOBAL,9.45,0.45,5
2,GENUSPAPER,8.45,0.25,3
3,IMAGICAA,6.60,0.30,4
4,JUMPNET,6.00,0.25,4
5,METALFORGE,6.70,0.30,4
6,NAGAFERT,9.70,0.45,4
7,OSWALAGRO,9.45,0.35,3
8,PAEL,9.55,0.45,4
9,RKDL,9.90,0.80,8
10,RUCHINFRA,7.55,0.35,4
11,SHYAMCENT,9.00,0.50,5
12,SOMATEX,6.45,0.25,4
13,ZEEMEDIA,9.80,0.45,4
