,symbol,price,change,pchange
0,AHLEAST,154.00,6.05,4
1,INDIANCARD,168.50,13.80,8
2,NAHARPOLY,155.20,11.95,8
3,NIACL,165.45,12.60,8
4,PRECOT,156.70,7.45,4
5,RESPONIND,165.00,7.60,4
6,UNIVCABLES,174.50,14.70,9
