,symbol,price,change,pchange
0,COALINDIA,151.50,5.05,3
1,ENIL,151.95,4.45,3
2,FSL,136.90,7.05,5
3,GOKEX,132.15,12.00,9
4,GTPL,143.00,5.45,3
5,MAGMA,137.95,4.20,3
6,MANGALAM,150.80,6.00,4
7,MUNJALSHOW,144.00,5.00,3
8,NAHARSPING,139.00,6.60,4
9,RSYSTEMS,139.55,8.85,6
10,SHANTIGEAR,150.00,7.55,5
