,symbol,price,change,pchange
0,AARON,106.55,9.65,9
1,ALEMBICLTD,130.95,9.65,7
2,ARROWGREEN,111.35,5.30,5
3,BHARATGEAR,102.80,15.25,17
4,CHENNPETRO,122.55,4.80,4
5,DCMNVL,114.75,5.45,4
6,EKC,111.40,5.30,5
7,GABRIEL,118.20,6.50,5
8,INDHOTEL,129.00,7.10,5
9,INDOTECH,104.60,4.60,4
10,KITEX,105.85,4.05,3
11,MUKANDLTD,125.65,5.95,4
12,SALONA,115.00,5.75,5
13,SANGAMIND,104.50,4.95,4
14,TAJGVK,129.90,5.05,4
15,TIRUMALCHM,121.85,5.85,5
16,VLSFINANCE,117.20,19.50,19
