,symbol,price,change,pchange
0,HITECHGEAR,197.00,12.90,7
1,KIOCL,204.35,9.70,4
2,KOPRAN,192.35,7.15,3
3,NCLIND,203.00,8.80,4
4,NDRAUTO,205.00,10.75,5
