,symbol,price,change,pchange
0,ARENTERP,12.30,0.40,3
1,CINEVISTA,14.35,0.65,4
2,DHARSUGAR,11.35,0.50,4
3,KHANDSE,14.95,0.90,6
4,MANGTIMBER,11.60,0.55,4
5,SGL,10.95,1.40,14
6,SICAL,12.70,0.60,4
7,SIMBHALS,14.80,0.70,4
8,SUMIT,12.75,2.10,19
