,symbol,price,change,pchange
0,BSHSL,177.80,8.45,4
1,GAEL,180.60,6.20,3
2,HARRMALAYA,171.00,5.20,3
3,KARDA,174.50,8.30,4
4,TATACOFFEE,178.50,16.90,10
