,symbol,price,change,pchange
0,ASTRON,42.20,2.05,5
1,CORDSCABLE,46.00,1.60,3
2,DEEPENR,39.90,2.95,7
3,DIGISPICE,43.35,2.05,4
4,INSPIRISYS,45.45,1.75,4
5,JMA,46.80,1.60,3
6,KERNEX,49.40,2.35,4
7,MANINFRA,42.00,1.35,3
8,MOLDTECH,45.70,1.90,4
9,NAVKARCORP,43.00,3.95,10
10,NITIRAJ,45.55,2.15,4
11,OMAXAUTO,46.75,4.05,9
12,SDBL,43.60,4.35,11
13,SPIC,46.55,3.15,7
14,TERASOFT,44.95,3.30,7
15,TI,43.50,2.00,4
16,TIMESGTY,47.00,1.85,4
17,UNIVASTU,42.60,1.50,3
18,VISHAL,45.05,2.10,4
