,symbol,price,change,pchange
0,ARVIND,78.50,3.15,4
1,BIGBLOC,91.25,4.30,4
2,BROOKS,93.00,3.65,4
3,EMKAY,75.00,2.60,3
4,IBREALEST,92.80,8.30,9
5,IZMO,83.00,3.65,4
6,JTEKTINDIA,91.10,5.05,5
7,MACPOWER,91.70,3.35,3
8,MAHAPEXLTD,92.90,3.90,4
9,NAVNETEDUL,78.20,5.40,7
10,NDTV,74.20,3.15,4
11,RCF,84.30,3.50,4
12,TOUCHWOOD,81.95,3.70,4
13,WALCHANNAG,80.10,8.90,12
14,ZENITHEXPO,96.65,16.10,19
