,symbol,price,change,pchange
0,BALPHARMA,96.60,4.60,5
1,BLS,104.60,8.25,8
2,LOVABLE,99.40,5.45,5
3,MANGCHEFER,92.65,3.65,4
4,ROML,96.00,4.55,4
5,SCHAND,96.25,3.45,3
6,SHALPAINTS,100.60,8.05,8
7,SUVEN,98.10,3.65,3
8,TRITURBINE,100.25,3.55,3
