,symbol,price,change,pchange
0,GBGLOBAL,9.90,0.45,4
1,GENUSPAPER,8.75,0.35,4
2,HCC,9.10,0.40,4
3,IMAGICAA,6.90,0.30,4
4,JUMPNET,6.30,0.30,5
5,METALFORGE,7.00,0.30,4
6,NAGAFERT,10.15,0.45,4
7,ONELIFECAP,7.50,0.35,4
8,PAEL,10.00,0.45,4
9,RUCHINFRA,7.90,0.35,4
10,SAKUMA,6.35,0.35,5
11,THIRUSUGAR,8.10,0.25,3
12,TIJARIA,7.15,0.30,4
13,ZEEMEDIA,10.25,0.45,4
