,symbol,price,change,pchange
0,GANESHHOUC,61.25,-2.90,-4
1,IITL,60.60,-2.25,-3
2,INDORAMA,53.70,-5.95,-9
3,JSWISPL,53.55,-2.80,-4
4,MINDTECK,53.85,-1.95,-3
5,MRPL,50.15,-1.75,-3
6,NAHARINDUS,58.65,-2.50,-4
7,PREMIERPOL,49.35,-4.35,-8
8,WIPL,57.75,-2.20,-3
