,data
0,"('BHAGERIA', '192.40')"
1,"('DCAL', '192.40')"
2,"('HITECHGEAR', '192.60')"
3,"('IBULHSGFIN', '192.80')"
4,"('KABRAEXTRU', '195.00')"
5,"('KIOCL', '192.55')"
6,"('KOPRAN', '193.65')"
7,"('MAANALU', '197.70')"
8,"('NCLIND', '194.60')"
9,"('NDRAUTO', '198.00')"
10,"('PANAMAPET', '192.80')"
11,"('PGIL', '192.90')"
12,"('RBLBANK', '198.30')"
13,"('RUBYMILLS', '193.60')"
14,"('SRIPIPES', '195.70')"
15,"('WONDERLA', '194.95')"
16,"('ZEEL', '194.20')"
